participant,condition,subject,channel,peaks,drops_at
infant,neutral,43,ch_2,"[44, 244, 448, 648, 872, 1100, 1340, 1712, 1905, 1572, 3063, 3388, 3804, 3599, 2712, 2856, 2464, 2236, 4012, 4212, 4408, 4604, 4799, 4996, 5183, 5376, 5575, 5772, 5972, 6172, 6400, 6620, 6836, 7047, 7252, 7459, 7667, 7876, 8092, 8312, 8528, 8756, 9000, 9240, 9484, 9736, 9983, 10235, 10483, 10728, 10988, 11244, 11496, 11743, 11992, 12244, 12496, 12752, 13012, 13268, 13516, 13756, 14000, 14244, 14492, 14744, 15016, 15287, 15555, 15816, 16068, 16312, 16576, 16832, 17096, 17355, 17624, 17900, 18172, 18451, 18720, 19003, 19276, 19540, 19791, 20264, 20508, 20027, 20743, 20996, 21244, 21488, 21743, 21984, 22224, 22459, 22688, 22916, 23140, 23368, 23595, 23820, 24064, 24300, 24543, 24788, 25043, 25307, 25576, 25852, 26120, 26388, 26656, 26924, 27183, 27455, 27724, 27996, 28276, 28556, 28840, 29112, 29380, 29660, 29940, 30224, 30500, 30779, 31055]","1905 → 1572, 3804 → 3599, 3599 → 2712, 2856 → 2464, 2464 → 2236, 20508 → 20027"
infant,neutral,71,ch_2,"[452, 644, 837, 1232, 1429, 1624, 2004, 2565, 3124, 4409, 4973, 5168, 5564, 5764, 6365, 6563, 6759, 6952, 7144, 7329, 7880, 8064, 8257, 8446, 9033, 9231, 9429, 9628, 10226, 10996, 11193, 11580, 11963, 12157, 12557, 12756, 12957, 13552, 13756, 13960, 14544, 14736, 14932, 15129, 15724, 16125, 16328, 17145, 17353, 17764, 17968, 18172, 18585, 18788, 19200, 19408, 19629, 19845, 20297, 20752, 21457, 22129, 22347, 22564, 22993, 23204, 23613, 24021, 24223, 24424, 24829, 25451, 25865, 26072, 26280, 27113, 27317, 27517, 28116, 28313, 28508, 28704, 29084, 29276, 60, 257, 1032, 1817, 2189, 2377, 2753, 2941, 3305, 3489, 3672, 3853, 4036, 4221, 4593, 4781, 5365, 5965, 6165, 7513, 7696, 8640, 8837, 10025, 9825, 10421, 10613, 10805, 11386, 11769, 12357, 13153, 13352, 14157, 14349, 15328, 15525, 15925, 16528, 16729, 16937, 17556, 18376, 18992, 20065, 20521, 20989, 21221, 21680, 21905, 22777, 23409, 23816, 24624, 25037, 25244, 25657, 26697, 26905, 27717, 27917, 28893, 29465, 29665, 29864, 30061, 30257, 30452, 30648, 30840, 31029, 31217, 26489]","29276 → 60, 10025 → 9825, 31217 → 26489"
infant,neutral,63,ch_2,"[71, 268, 468, 664, 859, 1052, 1248, 1451, 1652, 1863, 2080, 2296, 2508, 2716, 2920, 3124, 3327, 3527, 3727, 3927, 4131, 4335, 4543, 4748, 4959, 5164, 5371, 5576, 5787, 5996, 6207, 6416, 6627, 6835, 7040, 7251, 7464, 7679, 7891, 8096, 8299, 8500, 8704, 8912, 9120, 9332, 9555, 9776, 9992, 10208, 10420, 10636, 10851, 11056, 11267, 11476, 11688, 11904, 12120, 12332, 12540, 12751, 12955, 13155, 13356, 13555, 13748, 13947, 14144, 14340, 14535, 14724, 14916, 15107, 15300, 15488, 15676, 15864, 16243, 16432, 16610, 17045, 17279, 17527, 17731, 17970, 18215, 19136, 19588, 19381, 16835, 19799, 20012, 20223, 20427, 20832, 21036, 21240, 21444, 21652, 21856, 22067, 22284, 22495, 22708, 22920, 23128, 23335, 23539, 23739, 23936, 24135, 24335, 24532, 24732, 24931, 25131, 25336, 25536, 25736, 25936, 26135, 26332, 26531, 26728, 26927, 27124, 27324, 27524, 27723, 27920, 28116, 28312, 28503, 28692, 28880, 29068, 29255, 29444, 29632, 29816, 30004, 30195, 30388, 30592, 30792, 30991, 31191, 31384]","19588 → 19381, 19381 → 16835"
infant,neutral,53,ch_1,"[6007, 6207, 6407, 7427, 7639, 7847, 8055, 8259, 9271, 9891, 10515, 10934, 11339, 11943, 12343, 12743, 13537, 15104, 15313, 15723, 15927, 16127, 16326, 17969, 19367, 19994, 20411, 25446, 26306, 26523, 27623, 28704, 28919, 31179, 31375, 1639, 1855, 1419, 1203, 983, 759, 547, 339, 131, 2071, 2283, 3735, 3527, 3318, 3111, 2491, 2698, 2907, 3943, 4151, 4359, 4567, 4771, 4979, 5183, 5391, 5595, 5803, 6603, 6807, 7011, 7215, 8462, 8667, 8866, 9065, 9475, 9682, 10099, 10307, 10723, 11131, 11739, 11535, 12139, 12543, 12943, 13143, 13339, 13727, 14303, 14499, 14108, 13915, 14695, 14894, 15515, 16527, 16731, 16935, 17142, 17348, 17555, 17759, 18175, 18379, 18579, 18779, 18978, 19175, 19567, 19779, 20207, 20619, 20823, 21023, 21235, 21435, 21635, 21831, 22031, 22231, 22431, 22631, 22835, 23039, 23235, 23435, 23631, 23827, 24019, 24215, 24419, 24627, 24827, 25031, 25235, 25651, 25867, 26087, 26743, 26963, 27183, 27403, 27839, 28059, 28271, 28487, 29127, 29339, 29551, 29763, 29971, 30175, 30783, 30979, 30587, 30378]","31375 → 1639, 1855 → 1419, 1419 → 1203, 1203 → 983, 983 → 759, 759 → 547, 547 → 339, 339 → 131, 3735 → 3527, 3527 → 3318, 3318 → 3111, 3111 → 2491, 11739 → 11535, 14499 → 14108, 14108 → 13915, 30979 → 30587, 30587 → 30378"
infant,neutral,56,ch_2,"[139, 356, 576, 796, 1020, 1240, 1467, 1695, 1920, 2148, 2375, 2599, 2831, 3080, 3332, 3599, 3864, 4111, 4348, 4587, 4820, 5052, 5287, 5515, 5744, 5975, 6200, 6432, 6667, 6899, 7136, 7367, 7596, 7827, 8055, 8279, 8500, 8724, 8948, 9175, 9395, 9615, 9836, 10060, 10288, 10515, 10744, 10975, 11204, 11432, 11659, 11884, 12112, 12339, 12564, 12788, 13015, 13243, 13468, 13695, 13920, 14147, 14377, 16796, 16580, 16364, 16148, 15932, 15715, 15276, 15500, 15049, 14827, 14604, 17016, 17236, 17452, 17672, 17888, 18104, 18323, 18541, 18764, 18991, 19220, 19456, 19696, 19936, 20172, 20412, 20648, 20888, 21128, 21368, 21604, 21836, 22068, 22296, 22520, 22744, 23184, 22964, 23400, 23612, 23828, 24044, 24260, 24476, 24688, 24905, 25120, 25340, 25560, 25780, 26008, 26237, 26468, 26704, 26940, 27188, 27440, 27692, 27944, 28188, 28428, 28664, 28904, 29144, 29380, 29608, 29844, 30080, 30312, 30548, 30784, 31012, 31240, 31464, 31680]","16796 → 16580, 16580 → 16364, 16364 → 16148, 16148 → 15932, 15932 → 15715, 15715 → 15276, 15500 → 15049, 15049 → 14827, 14827 → 14604, 23184 → 22964"
infant,neutral,33,ch_2,"[115, 351, 583, 807, 1023, 1243, 1467, 1691, 1907, 2131, 2367, 2639, 2891, 3159, 3419, 3667, 3915, 4171, 4427, 4675, 4911, 5135, 5375, 5615, 5863, 6131, 6395, 6675, 6947, 7215, 7463, 7714, 7946, 8171, 8395, 8631, 8879, 9111, 9351, 9595, 9827, 10071, 10323, 10587, 10835, 11075, 11319, 11551, 11771, 11999, 12235, 12459, 12679, 12903, 13127, 13351, 13575, 13795, 14011, 14227, 14447, 14663, 14879, 15099, 15315, 15535, 15759, 16007, 16207, 16431, 16647, 16855, 17063, 17279, 17487, 18111, 18319, 18527, 17843, 17643, 18739, 18951, 19163, 19391, 19611, 19835, 20119, 20271, 20495, 20711, 20931, 21151, 21367, 21583, 21799, 22023, 22247, 22483, 22727, 22991, 23251, 23495, 23731, 23958, 24190, 24411, 24631, 24851, 25079, 25311, 25539, 25803, 26067, 26331, 26591, 26847, 27091, 27335, 27579, 27811, 28035, 28247, 28459, 28695, 28955, 29391, 29603, 30011, 30211, 30419, 29811, 29175, 30627]","18527 → 17843, 17843 → 17643, 30419 → 29811, 29811 → 29175"
infant,neutral,66,ch_0,"[231, 461, 692, 919, 1148, 1368, 1589, 1796, 1999, 2199, 2394, 2608, 2814, 3036, 3243, 3457, 3661, 3859, 4058, 4255, 4455, 4891, 4674, 5130, 5358, 5588, 5828, 6063, 6289, 6528, 6759, 7218, 6995, 7439, 7663, 7879, 8092, 8302, 8518, 8731, 8958, 9189, 9419, 9643, 9858, 10071, 10294, 10510, 10741, 10951, 11174, 11389, 11613, 11839, 12070, 12285, 12500, 12704, 12929, 13158, 13374, 13579, 13785, 13986, 14187, 14391, 14594, 14802, 15009, 15220, 15425, 15630, 15843, 16052, 16265, 16482, 16695, 16911, 17129, 17352, 17578, 17799, 18023, 18257, 18484, 18712, 18939, 19166, 19383, 19598, 19808, 20020, 20229, 20450, 20660, 20879, 21090, 21305, 21525, 21733, 21954, 22166, 22381, 22589, 22796, 23010, 23221, 23433, 23655, 23881, 24099, 24305, 24507, 24708, 24904, 25100, 25291, 25491, 25693, 25899, 26118, 26329, 26557, 26791, 27021, 27247, 27471, 27692, 27912, 28125, 28336, 28557, 28767, 28974, 29176, 29374, 29574, 29771, 29967, 30171, 30400, 30623, 30852, 31081, 31305, 31519, 31727, 31939]","4891 → 4674, 7218 → 6995"
infant,neutral,74,ch_0,"[401, 1129, 2961, 4545, 6093, 7273, 7505, 8657, 10689, 12993, 16177, 20865, 22661, 22909, 157, 645, 885, 1373, 1625, 1889, 2157, 2421, 2689, 3225, 3485, 3761, 4033, 4289, 4813, 5077, 5329, 5589, 5845, 6333, 6570, 6809, 7041, 7737, 7969, 8201, 8429, 8885, 9125, 9377, 9637, 9897, 10165, 10425, 10945, 11197, 11453, 11713, 11977, 12233, 12493, 12741, 13241, 13485, 13737, 13981, 14229, 14473, 14717, 14961, 15209, 15453, 15693, 15933, 16417, 16665, 16937, 17205, 17465, 17725, 17993, 18265, 18541, 18821, 19097, 19361, 19613, 19861, 20105, 20353, 20609, 21125, 21385, 21645, 21901, 22157, 22409, 23153, 23401, 23649, 23897, 24149, 24397, 24649, 24901, 25161, 25417, 25677, 25945, 26213, 26477, 26737, 26997, 27257, 27505, 27757, 28001, 28253, 28497, 28745, 28989, 29237, 29477, 29717, 29957, 30197, 30433, 30673, 30909, 31149, 31377, 31613]",22909 → 157
infant,neutral,68,ch_2,"[1691, 1919, 2591, 3263, 3931, 4379, 4819, 5043, 5479, 5699, 6787, 7231, 7451, 7679, 8843, 9745, 9975, 11147, 11595, 12031, 13499, 14163, 15499, 15719, 17087, 17310, 17531, 18423, 19302, 19739, 19951, 20371, 20579, 20995, 22427, 22631, 24059, 25303, 25510, 25934, 26367, 26788, 28923, 29139, 29791, 30006, 30219, 30855, 191, 399, 607, 815, 1024, 1235, 1455, 2147, 2371, 2807, 3032, 3483, 3707, 4151, 4599, 5259, 5911, 6127, 6340, 6559, 7007, 7911, 8139, 8366, 8603, 9071, 9291, 9515, 10211, 10443, 10673, 10911, 11371, 11811, 12243, 12455, 12663, 12871, 13079, 13287, 13715, 13931, 14383, 14599, 14817, 15047, 15271, 15939, 16163, 16399, 16639, 16863, 17751, 17971, 18195, 18644, 18867, 19083, 19523, 20159, 20783, 21199, 21403, 21607, 21811, 22019, 22223, 22831, 23039, 23243, 23447, 23651, 23855, 24263, 24467, 24679, 25091, 25719, 24887, 26151, 26579, 26998, 27207, 27422, 27635, 27847, 28063, 28279, 28491, 28707, 29351, 29571, 30431, 30643, 31063]","30855 → 191, 25719 → 24887"
infant,neutral,41,ch_2,"[218, 466, 714, 954, 1198, 1438, 1674, 1918, 2166, 2406, 2650, 2886, 3138, 3394, 3638, 3882, 4118, 4354, 4526, 4818, 5070, 5318, 5546, 5770, 6002, 6230, 6462, 6686, 6914, 7150, 7390, 7610, 7838, 8074, 8322, 8546, 8782, 9026, 9274, 9526, 9754, 9982, 10214, 10446, 10666, 10886, 11102, 11318, 11542, 11762, 11998, 12298, 12558, 12822, 13074, 13334, 13578, 13814, 14050, 14302, 14546, 14794, 15030, 15266, 15494, 15722, 15950, 16170, 16422, 16614, 16826, 17018, 17246, 17454, 17666, 17878, 18094, 18326, 18562, 18802, 19042, 19314, 19566, 19874, 20130, 20414, 20670, 20930, 21198, 21462, 21738, 21998, 22250, 22494, 22742, 22982, 23222, 23458, 23718, 23990, 24234, 24482, 24714, 24958, 25202, 25442, 25710, 25958, 26218, 26494, 26742, 27002, 27246, 27750, 28002, 28254, 28814, 28558, 27494, 29070, 29354, 29610, 29846, 30094, 30338, 30582, 30826, 31066, 31298]","28814 → 28558, 28558 → 27494"
infant,neutral,85,ch_2,"[25015, 25255, 171, 407, 639, 871, 1104, 1339, 1567, 1788, 2023, 2275, 2523, 2771, 3023, 3275, 3535, 3791, 4035, 4275, 4503, 4731, 4955, 5175, 5395, 5615, 5831, 6051, 6271, 6491, 6719, 6944, 7170, 7403, 7631, 7863, 8103, 8347, 8575, 8795, 9015, 9231, 9455, 9684, 9911, 10143, 10379, 10631, 10875, 11115, 11347, 11579, 11823, 12063, 12303, 12535, 12764, 12995, 13219, 13452, 13687, 13916, 14151, 14391, 14623, 14859, 15095, 15331, 15566, 15803, 16043, 16271, 16515, 16747, 16972, 17203, 17439, 17671, 17891, 18119, 18343, 18563, 18783, 19007, 19227, 19451, 19675, 19903, 20135, 20371, 20603, 20835, 21084, 21327, 21571, 21819, 22083, 22323, 22559, 22795, 23039, 23275, 23507, 23743, 24004, 24267, 24511, 24759, 25503, 25747, 25983, 26223, 26455, 26675, 26899, 27131, 27355, 27583, 27807, 28031, 28252, 28475, 28691, 28915, 29136, 29359, 29575, 29791, 30214, 30423, 30635, 30847, 31059, 31267, 30003]","25255 → 171, 31267 → 30003"
infant,neutral,80,ch_1,"[648, 1283, 4963, 5170, 13268, 15188, 17545, 18369, 19574, 20831, 24401, 24598, 26009, 26210, 26802, 27589, 27790, 28975, 39, 240, 441, 853, 1062, 1496, 1701, 1911, 2116, 2317, 2521, 2724, 2927, 3131, 3335, 3534, 3735, 3939, 4144, 4351, 4555, 4758, 5375, 5587, 5795, 6004, 6214, 6423, 6635, 6847, 10957, 11162, 11370, 11583, 11794, 12010, 12214, 12426, 12632, 12842, 13056, 13482, 13694, 13903, 14116, 14330, 14542, 14978, 14757, 15410, 15629, 15839, 16058, 16270, 16482, 16694, 16910, 17125, 17334, 17754, 17961, 18165, 18569, 18766, 18962, 19166, 19368, 19786, 19998, 20206, 20415, 20622, 21034, 21234, 21438, 21641, 21839, 22038, 22238, 22434, 22634, 22830, 23022, 23218, 23418, 23618, 23814, 24010, 24206, 24794, 24991, 25194, 25398, 25598, 26403, 26602, 26994, 27190, 27385, 27982, 28182, 28381, 28578, 28773, 29174, 29378, 29575, 29786, 29991, 30202, 30413, 30617, 30818, 31021, 31218]","28975 → 39, 14978 → 14757"
infant,neutral,31,ch_2,"[1086, 878, 669, 250, 113, 1289, 1494, 1694, 1901, 2314, 2526, 2741, 2953, 3173, 3389, 3605, 3822, 2125, 4041, 4261, 4486, 4709, 4937, 5181, 5413, 5642, 5870, 6090, 6306, 6518, 6733, 6938, 7149, 7354, 7570, 7778, 7990, 8210, 8422, 8638, 8854, 9089, 9321, 9546, 9782, 10021, 10265, 10525, 10778, 11026, 11306, 11634, 11950, 12286, 12630, 12937, 13241, 13533, 13813, 14074, 14345, 14598, 14850, 15110, 15358, 15605, 15858, 16130, 16426, 16705, 16957, 17206, 17453, 17690, 17930, 18165, 18386, 18609, 19693, 19481, 20777, 21013, 21213, 21433, 21646, 21862, 22078, 22298, 22737, 22957, 24029, 24242, 24465, 25830, 26073, 26326, 27581, 27840, 28318, 28545, 28769, 29438, 29666, 29898, 30118, 30345, 30565, 30782, 31005, 31230]","1086 → 878, 878 → 669, 669 → 250, 250 → 113, 3822 → 2125, 19693 → 19481"
infant,neutral,69,ch_2,"[1223, 2999, 3216, 3854, 4066, 4496, 4919, 7503, 7925, 8128, 8335, 8548, 8755, 8962, 9165, 9374, 9792, 9995, 10195, 10596, 11611, 12239, 12667, 13972, 14211, 14431, 15299, 15503, 15708, 16551, 17164, 17780, 18592, 19628, 20272, 20920, 21567, 22418, 22635, 23279, 23704, 23919, 24344, 24564, 25440, 25668, 26116, 26584, 27453, 27660, 28072, 28704, 29136, 29763, 30380, 30792, 31399, 143, 360, 584, 1012, 1440, 1660, 1876, 2099, 2320, 2546, 2772, 3432, 3644, 4276, 4704, 5128, 5348, 5779, 6215, 6860, 6651, 7066, 7687, 9584, 10396, 10792, 10996, 11204, 11408, 11820, 12024, 12452, 12880, 13092, 13308, 13524, 13748, 14648, 14864, 15080, 15912, 16124, 16344, 16752, 16952, 17368, 17572, 17984, 18184, 18388, 18792, 19000, 19204, 19416, 19844, 20052, 20483, 20704, 21136, 21348, 21776, 21988, 22200, 23061, 23492, 22848, 24128, 24776, 24996, 25216, 25888, 26344, 26808, 27028, 27240, 27864, 28276, 28488, 28920, 29344, 29552, 29968, 30172, 30584, 30992, 31192]","31399 → 143, 6860 → 6651, 23492 → 22848"
infant,neutral,44,ch_0,"[162, 1074, 3070, 3522, 3750, 4210, 5394, 5629, 6594, 8762, 9242, 9718, 9950, 14850, 15074, 19790, 20209, 22791, 23200, 25570, 25758, 25948, 26523, 26915, 28342, 28810, 29986, 390, 618, 846, 1290, 1514, 1738, 1962, 2182, 2410, 2626, 2850, 3294, 3978, 4670, 4441, 4906, 5150, 5870, 6114, 6350, 6838, 7074, 7318, 7558, 7798, 8030, 8270, 8518, 9002, 9478, 10178, 10406, 10634, 10858, 11082, 11302, 11522, 11742, 11962, 12186, 12410, 12634, 12866, 13086, 13310, 13530, 13746, 13966, 14186, 14402, 14626, 15298, 15526, 15754, 15982, 16206, 16434, 16890, 17114, 17334, 17558, 17790, 18018, 18246, 18470, 18694, 18914, 19142, 19362, 19571, 19998, 20414, 20617, 20821, 21022, 21218, 21418, 22198, 22006, 22590, 22394, 22990, 23806, 23602, 23403, 26134, 26330, 24003, 24202, 24406, 25374, 27106, 26718, 27298, 27494, 27694, 27902, 28118, 28574, 29050, 29282, 29514, 29746, 30222, 30458, 30694, 30942, 31178]","29986 → 390, 4670 → 4441, 22198 → 22006, 22590 → 22394, 23806 → 23602, 23602 → 23403, 26330 → 24003, 27106 → 26718"
infant,neutral,81,ch_1,"[14008, 15084, 15716, 15932, 16352, 16571, 16993, 19603, 20016, 20216, 20419, 21216, 22643, 23459, 23659, 23856, 24052, 24248, 24441, 26323, 26865, 27048, 29012, 29540, 29715, 29888, 30232, 30404, 31087, 31256, 179, 388, 599, 812, 1017, 1235, 1445, 1667, 1888, 2096, 2312, 2524, 2743, 2952, 3164, 3373, 3583, 3796, 4011, 4233, 4453, 4671, 4892, 5116, 5338, 5559, 5772, 5992, 6208, 6439, 6660, 6875, 7088, 7299, 7512, 7720, 7936, 8148, 8372, 8604, 8836, 9067, 9292, 9531, 9763, 9988, 10219, 10436, 10655, 10867, 11079, 11287, 11492, 11701, 11915, 12127, 12347, 12555, 12764, 12971, 13180, 13384, 13596, 13796, 14211, 14423, 14633, 14868, 15292, 15508, 16135, 16780, 17208, 17432, 17652, 17884, 18112, 18320, 18536, 18743, 18967, 19179, 19388, 19807, 20616, 21013, 20816, 21411, 21607, 21815, 22023, 22227, 22428, 22848, 23052, 23256, 24632, 24824, 25019, 25207, 25388, 25575, 25756, 25945, 26134, 26504, 26684, 27224, 27411, 27587, 27767, 27948, 28124, 28303, 28476, 28655, 28831, 29187, 29363, 30056, 30576, 30740, 30912, 31423]","31256 → 179, 21013 → 20816"
infant,neutral,86,ch_1,"[1730, 2819, 3005, 5433, 5615, 5798, 5980, 6162, 6526, 7426, 7605, 7786, 9251, 9822, 10201, 10583, 10781, 11202, 11618, 11825, 12029, 13873, 14270, 14474, 14879, 15080, 15482, 16502, 16914, 17334, 17738, 17940, 20870, 22802, 23014, 23830, 24031, 24224, 24422, 25954, 29083, 29274, 29850, 134, 490, 314, 666, 841, 1018, 1198, 1374, 1550, 1910, 2090, 2270, 2450, 2634, 3186, 3378, 3570, 3757, 3943, 4133, 4318, 4507, 4694, 4878, 5062, 5250, 6342, 6706, 6886, 7066, 7245, 7962, 8142, 8322, 8506, 8690, 8874, 9062, 9442, 9630, 10390, 10982, 10010, 11410, 12234, 12438, 12647, 12849, 13058, 13262, 13466, 13670, 14070, 14674, 15278, 15686, 15890, 16094, 16298, 16706, 17122, 17537, 18138, 18334, 18530, 18730, 18930, 19130, 19326, 19519, 19717, 19910, 20105, 20294, 20486, 20674, 21070, 21278, 21491, 21706, 21930, 22154, 22374, 22590, 23218, 23426, 23630, 24614, 24802, 24993, 25178, 25374, 25567, 25758, 26140, 26338, 26530, 26722, 26914, 27114, 27314, 27507, 27706, 27903, 28105, 28305, 28497, 28694, 28886, 29469, 29658, 30038, 30223, 30409, 30598, 30782, 30967, 31154, 31338]","29850 → 134, 490 → 314, 10982 → 10010"
infant,neutral,57,ch_2,"[1600, 2203, 3996, 4616, 5036, 5243, 5456, 5888, 8720, 9580, 9796, 11684, 12328, 12975, 13188, 14236, 14647, 15251, 15452, 15648, 16432, 16627, 17216, 17416, 18219, 18827, 19028, 19432, 19632, 20243, 20448, 20879, 21100, 21312, 22595, 22804, 23008, 23816, 24208, 24784, 24975, 25356, 25548, 26380, 26616, 26836, 27300, 28468, 28680, 29087, 29288, 30080, 30276, 30472, 30868, 31072, 200, 400, 596, 796, 996, 1196, 1396, 1800, 2000, 2399, 2596, 2792, 2984, 3192, 3395, 3592, 3792, 4196, 4404, 4824, 5672, 6108, 6328, 6548, 6768, 6985, 7200, 7408, 7619, 7840, 8064, 8283, 8500, 8932, 9144, 9359, 10007, 10218, 10431, 10644, 10856, 11064, 11272, 11476, 11892, 12108, 12544, 12760, 13400, 13612, 13820, 14032, 14440, 14851, 15048, 15844, 16040, 16236, 16820, 17016, 17616, 17816, 18016, 18420, 18624, 19228, 19832, 20036, 20660, 21524, 21740, 21960, 22172, 22384, 23212, 23416, 23616, 24012, 24400, 24592, 25164, 25744, 25944, 26160, 27048, 27516, 27771, 28012, 28244, 28880, 29484, 29688, 29884, 30667, 31268]",31072 → 200
infant,neutral,60,ch_0,"[1042, 1903, 3179, 3635, 3863, 4511, 4951, 5583, 6251, 6691, 8491, 10114, 10335, 10779, 10995, 14891, 21091, 21571, 22251, 22899, 23111, 23755, 24647, 24874, 25106, 25331, 25551, 25778, 25999, 26215, 26644, 26866, 27094, 27959, 28172, 29046, 29471, 29700, 30603, 31263, 31489, 154, 370, 587, 811, 1252, 1471, 1687, 2115, 2330, 2542, 2754, 2963, 3399, 4075, 4291, 4731, 5371, 5795, 6023, 6463, 6939, 5163, 7199, 7459, 7715, 7982, 8238, 8742, 8987, 9222, 9447, 9666, 9892, 10551, 11206, 11422, 11642, 11867, 12103, 12338, 12562, 12799, 13034, 13271, 13499, 13743, 13971, 14198, 14426, 14651, 15123, 15343, 15570, 15783, 16011, 16247, 16490, 16747, 16979, 17218, 17462, 17706, 17963, 18215, 18454, 18684, 18918, 19151, 19383, 19630, 19883, 20122, 20363, 20595, 20839, 21326, 21807, 22031, 22471, 22683, 23323, 23532, 23971, 24195, 24422, 26431, 27315, 27746, 27530, 28399, 28619, 28835, 29254, 29918, 30134, 30367, 30819, 31039]","31489 → 154, 6939 → 5163, 27746 → 27530"
infant,neutral,55,ch_0,"[174, 411, 647, 1127, 1371, 1609, 1846, 2075, 2303, 2758, 2531, 2979, 3198, 3422, 3661, 3903, 4135, 4366, 4595, 4826, 5054, 5279, 5507, 5734, 5960, 6190, 6419, 6650, 6882, 7118, 7350, 7588, 7827, 8067, 8311, 8559, 8804, 9050, 9294, 9536, 9775, 10011, 10247, 10482, 10716, 10951, 11183, 11418, 11655, 11886, 12119, 12351, 12586, 13047, 12818, 13275, 13507, 13736, 13964, 14195, 14424, 14650, 14884, 15119, 15350, 15579, 15807, 16038, 16268, 16499, 16731, 16962, 17196, 17427, 17664, 17899, 18131, 18363, 18595, 18830, 19066, 19304, 19542, 19789, 20036, 20274, 20507, 20743, 20976, 21212, 21451, 21684, 21922, 22167, 22414, 22659, 22904, 23156, 23411, 23676, 23937, 24199, 24466, 24731, 24990, 25263, 25519, 25775, 26029, 26275, 26520, 26762, 26999, 27236, 27473, 27710, 27945, 28179, 28411, 28642, 28874, 29107, 29343, 29582, 29820, 30067, 30310, 30546, 30778, 31010, 31243]","2758 → 2531, 13047 → 12818"
infant,neutral,59,ch_0,"[177, 850, 1306, 1531, 1959, 2169, 2592, 2800, 3008, 3219, 3641, 3850, 4057, 4265, 4891, 5106, 5321, 5536, 5755, 5972, 6191, 6409, 7050, 7462, 7663, 7867, 8068, 8272, 8475, 8680, 9293, 9498, 9911, 10123, 10327, 10738, 11362, 11994, 13281, 13504, 13723, 13938, 14150, 14364, 14579, 14997, 15201, 15401, 15996, 16197, 16400, 16603, 16807, 17015, 17225, 17435, 17641, 17846, 18055, 18262, 18467, 18671, 18875, 19288, 19495, 19702, 20127, 20746, 20946, 21148, 21553, 21756, 21958, 22351, 22545, 22739, 22931, 23126, 23321, 23519, 23908, 24108, 24303, 24511, 24722, 24935, 25147, 25363, 25809, 26033, 26259, 26481, 26707, 26928, 27150, 27375, 27596, 27821, 28042, 28261, 28481, 29602, 29827, 30042, 30255, 30469, 30673, 31076, 405, 627, 1075, 1747, 2379, 3431, 4471, 4679, 6623, 6839, 7255, 8878, 9087, 9699, 10531, 10943, 11151, 11570, 11783, 12207, 12419, 12631, 12843, 13059, 14790, 15599, 15799, 19079, 19911, 20335, 20539, 21347, 22155, 23712, 25587, 28695, 28913, 29135, 29363, 30874, 31274]",31076 → 405
infant,no book,25,ch_1,"[15, 233, 453, 671, 1107, 1335, 1571, 1811, 2059, 2303, 2535, 2759, 2971, 3191, 3407, 3631, 3859, 4099, 4339, 4563, 4779, 4995, 5219, 5443, 5671, 5899, 6115, 6339, 6563, 6799, 7031, 7263, 7487, 7771, 7995, 8155, 8379, 8595, 8803, 9011, 9219, 9423, 9627, 9831, 10039, 10239, 10443, 10647, 10855, 11067, 11279, 11499, 11628, 11915, 11703, 12123, 12331, 12539, 12739, 12939, 13139, 13347, 13559, 13779, 17123, 17239, 17455, 17671, 17883, 18095, 18299, 18506, 18707, 19103, 18823, 19295, 19395, 19487, 19675, 19863, 20051, 20175, 20235, 20423, 20611, 20799, 20991, 19971, 19243, 19719, 19535, 21183, 21391, 21615, 21879, 22151, 22395, 22623, 22867, 23115, 23343, 23567, 23767, 23963, 24151, 24343, 24531, 24719, 24903, 25091, 26795, 29363, 29559, 29751, 29942, 30131, 30331, 30519]","11915 → 11703, 19103 → 18823, 20991 → 19971, 19971 → 19243, 19719 → 19535"
infant,not play,25,ch_1,"[138, 354, 566, 774, 982, 1190, 1398, 1602, 1806, 2014, 2222, 2430, 2638, 2846, 3054, 3262, 3470, 3682, 3898, 4110, 4322, 4534, 4742, 4950, 5154, 5358, 5758, 5558, 5958, 6166, 6370, 6578, 6782, 6990, 7184, 7398, 7614, 7830, 8058, 8702, 8914, 9126, 9342, 9558, 9774, 9982, 10198, 10402, 10610, 10814, 11018, 11222, 11434, 11650, 11862, 12722, 12942, 13162, 13382, 14125, 15133, 14910, 15350, 15562, 15682, 15774, 15986, 16194, 16422, 16497, 16654, 16874, 17098, 17314, 17538, 17754, 17974, 18202, 18430, 18654, 18878, 19102, 19330, 19806, 20046, 19513, 20286, 20522, 20754, 20982, 21210, 21438, 21658, 21878, 22102, 22330, 22550, 22782, 23018, 23258, 23498, 23734, 23958, 24174, 24390, 26318, 26526, 26734, 26950, 27158, 27370, 27594, 27810, 28912, 30329]","5758 → 5558, 15133 → 14910, 20046 → 19513"
